,X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
1561,-73.9642397829547,40.7918992406575,31A-PM-1017-02,31A,PM,10172018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,False,False,,POINT (-73.96423978295472 40.7918992406575)
1572,-73.9540197079615,40.798039260983,41E-PM-1013-03,41E,PM,10132018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",Gray on legs,Above Ground,20,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9540197079615 40.798039260983)
1577,-73.965390623703,40.7807731363782,20F-PM-1007-08,20F,PM,10072018,8,Adult,Cinnamon,White,Cinnamon+White,white tail/belly,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.965390623703 40.7807731363782)
1601,-73.9544278270221,40.7987827316512,42D-PM-1013-02,42D,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,"Gray tail, Cinnamon feet",Ground Plane,FALSE,,False,True,False,False,True,"chasing (chased by #1),found a nut,buried it",False,False,False,False,False,False,True,False,,POINT (-73.9544278270221 40.7987827316512)
1605,-73.9690362384597,40.7767162824413,14F-PM-1012-09,14F,PM,10122018,9,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9690362384597 40.7767162824413)
1617,-73.9752029513644,40.7671734667361,3F-AM-1006-04,03F,AM,10062018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,on a rock,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.9752029513644 40.7671734667361)
1619,-73.9744555348544,40.7728498106357,8D-PM-1007-03,08D,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,,,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.9744555348544 40.7728498106357)
1631,-73.9527196716568,40.792363826828,36I-PM-1007-11,36I,PM,10072018,11,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,False,False,True,False,False,,False,False,False,False,False,False,False,True,me!,POINT (-73.9527196716568 40.792363826828)
1636,-73.9701408623121,40.7695511718541,7I-PM-1013-04,07I,PM,10132018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,Grass,True,False,False,True,False,,False,False,False,True,False,False,False,False,,POINT (-73.9701408623121 40.7695511718541)
1640,-73.9564632239432,40.7904807427954,33G-AM-1013-01,33G,AM,10132018,1,Adult,Cinnamon,,Cinnamon+,,Above Ground,13,shelter in hole in tree,False,False,True,False,False,,False,False,False,False,False,False,True,True,,POINT (-73.9564632239432 40.7904807427954)
1650,-73.9762494239719,40.7750175306716,10A-AM-1006-01,10A,AM,10062018,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,near Strawberry Fields,False,False,False,True,False,eating (a peanut),False,False,False,False,False,True,False,False,,POINT (-73.9762494239719 40.7750175306716)
1652,-73.9498421746221,40.7969397424182,42I-PM-1014-02,42I,PM,10142018,2,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,8,,True,False,False,False,False,,False,False,False,False,False,False,False,True,,POINT (-73.9498421746221 40.7969397424182)
1680,-73.9638167248251,40.7776485679354,18I-PM-1007-03,18I,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,25,,False,False,True,False,False,,False,False,False,False,False,False,False,False,stared at me,POINT (-73.9638167248251 40.77764856793541)
1683,-73.9790889008147,40.7676402781925,1C-PM-1013-01,01C,PM,10132018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,True,False,True,,False,False,False,False,False,True,False,False,,POINT (-73.9790889008147 40.7676402781925)
1712,-73.9801899519657,40.7695777009264,3A-PM-1017-02,03A,PM,10172018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9801899519657 40.7695777009264)
1716,-73.9797425262459,40.7679120246352,1B-AM-1012-02,01B,AM,10122018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9797425262459 40.7679120246352)
1725,-73.9657480066074,40.7753465489231,14I-PM-1018-04,14I,PM,10182018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,True,True,False,False,,POINT (-73.9657480066074 40.7753465489231)
1740,-73.9639700434449,40.7775003050028,17I-AM-1014-01,17I,AM,10142018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,Running across fence between statue & swings,True,False,True,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9639700434449 40.7775003050028)
1741,-73.9577758125518,40.799384716477,41B-AM-1010-10,41B,AM,10102018,10,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9577758125518 40.799384716477)
1749,-73.9756825338299,40.7755542506699,11A-PM-1013-02,11A,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9756825338299 40.7755542506699)
1763,-73.9768286349595,40.7687012827059,3D-PM-1010-05,03D,PM,10102018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9768286349595 40.7687012827059)
1772,-73.9690540696008,40.7766014124609,14F-PM-1012-08,14F,PM,10122018,8,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9690540696008 40.7766014124609)
1774,-73.951965247933,40.7938167628067,38I-PM-1014-03,38I,PM,10142018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,True,,POINT (-73.951965247933 40.7938167628067)
1798,-73.978844141973,40.7696046074378,4B-AM-1010-05,04B,AM,10102018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,,False,True,False,False,False,chasing squirrel #6,True,True,False,False,True,False,False,False,,POINT (-73.978844141973 40.7696046074378)
1808,-73.9698870647042,40.7826510985538,20B-AM-1007-02,20B,AM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,True,True,True,False,False,,POINT (-73.9698870647042 40.7826510985538)
1816,-73.9710187505339,40.7797265666746,17B-AM-1010-02,17B,AM,10102018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.9710187505339 40.7797265666746)
1822,-73.9775099290913,40.7697609063137,4C-PM-1010-14,04C,PM,10102018,14,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,False,False,False,chasing #15,False,False,False,False,False,False,False,False,,POINT (-73.9775099290913 40.7697609063137)
1832,-73.9693159934697,40.7831212338295,21B-PM-1017-03,21B,PM,10172018,3,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,1,,False,True,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9693159934697 40.7831212338295)
1843,-73.9685940262068,40.776932102013,15F-AM-1007-07,15F,AM,10072018,7,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9685940262068 40.776932102013)
1846,-73.9653311136561,40.780193490343,19F-PM-1017-07,19F,PM,10172018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9653311136561 40.78019349034301)
1855,-73.9791826197108,40.768577844752,2B-AM-1010-08,02B,AM,10102018,8,Juvenile,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9791826197108 40.768577844752)
1871,-73.9748367344424,40.7693513000034,5E-PM-1012-06,05E,PM,10122018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,10,oak tree at end of ramp from Chess House,True,False,False,False,False,,False,False,False,False,False,False,False,True,,POINT (-73.9748367344424 40.7693513000034)
1889,-73.9679319758284,40.7821154802399,20C-PM-1018-07,20C,PM,10182018,7,Juvenile,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9679319758284 40.7821154802399)
1891,-73.9749641575871,40.7673305056277,3F-AM-1006-05,03F,AM,10062018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,False,False,True,True,False,,False,False,False,False,False,False,False,True,,POINT (-73.9749641575871 40.7673305056277)
1909,-73.9772070122251,40.7694343352509,4C-PM-1010-02,04C,PM,10102018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.97720701222511 40.7694343352509)
1916,-73.9693504617353,40.7830678709405,21B-PM-1017-02,21B,PM,10172018,2,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,1,,False,True,False,False,False,,False,True,False,False,False,False,False,False,stood on hind legs with front legs on the chest,POINT (-73.9693504617353 40.7830678709405)
1931,-73.9616972557304,40.7953872829374,36A-PM-1013-03,36A,PM,10132018,3,Juvenile,Cinnamon,,Cinnamon+,"COULD HAVE BEEN CHIPPY, DEEP BROWN",Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,True,,POINT (-73.9616972557304 40.7953872829374)
1937,-73.9540151828782,40.7920066170587,35H-AM-1013-01,35H,AM,10132018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,15,Climbing up tree,False,False,True,False,False,,False,False,False,False,True,False,False,True,,POINT (-73.9540151828782 40.7920066170587)
1945,-73.9747175419546,40.7692820030878,5E-PM-1012-05,05E,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,True,False,False,begging,POINT (-73.9747175419546 40.7692820030878)
1959,-73.953664715831,40.7981256393159,41E-PM-1013-04,41E,PM,10132018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.953664715831 40.7981256393159)
1964,-73.9750911996499,40.7722445210179,8C-PM-1013-06,08C,PM,10132018,6,,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9750911996499 40.7722445210179)
1980,-73.9729979174723,40.7742904356698,10D-PM-1008-01,10D,PM,10082018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,True,False,False,True,False,,POINT (-73.9729979174723 40.7742904356698)
1999,-73.9521655419974,40.7948785497717,39H-AM-1007-04,39H,AM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,False,False,,POINT (-73.9521655419974 40.7948785497717)
2004,-73.9755259087781,40.7707256124181,6D-AM-1008-01,06D,AM,10082018,1,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,10,,False,False,True,True,False,,True,False,False,False,False,True,False,False,,POINT (-73.9755259087781 40.7707256124181)
2006,-73.9684834138222,40.7724289120211,11H-AM-1010-06,11H,AM,10102018,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,True,False,False,False,,False,False,False,False,True,False,True,False,,POINT (-73.9684834138222 40.7724289120211)
2007,-73.9524364087437,40.792846505434,37I-PM-1006-01,37I,PM,10062018,1,Adult,Cinnamon,"Gray, Black","Cinnamon+Gray, Black",,Above Ground,5,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9524364087437 40.792846505434)
2008,-73.9639505810228,40.789573183584,29B-PM-1010-01,29B,PM,10102018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,4,climbing trees,False,False,True,True,True,scratching self,False,False,False,False,True,False,True,False,,POINT (-73.9639505810228 40.789573183584)
2024,-73.9766541879006,40.7674077265375,2E-AM-1010-06,02E,AM,10102018,6,Adult,Cinnamon,,Cinnamon+,,Above Ground,35,,False,False,False,False,False,leaping branch to branch,False,False,False,False,False,False,True,False,,POINT (-73.9766541879006 40.7674077265375)
2025,-73.9622752768962,40.7814921913101,22H-PM-1007-02,22H,PM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,low branch,False,False,False,False,False,watching me scratching,True,False,False,True,False,False,True,False,,POINT (-73.9622752768962 40.7814921913101)
2029,-73.9749251267433,40.7679111971294,4F-PM-1013-01,04F,PM,10132018,1,Adult,Cinnamon,"Gray, Black","Cinnamon+Gray, Black",,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,True,True,False,False,,POINT (-73.9749251267433 40.7679111971294)
2032,-73.9500167570283,40.7966185836685,41I-AM-1018-01,41I,AM,10182018,1,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,True,False,False,False,"cautious,observant,runs off",POINT (-73.9500167570283 40.7966185836685)
2041,-73.9643223016635,40.781431908715,21F-AM-1018-03,21F,AM,10182018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,False,dead,False,False,False,False,False,False,False,True,,POINT (-73.9643223016635 40.781431908715)
2042,-73.9771552326199,40.7706917595308,5C-AM-1006-01,05C,AM,10062018,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,True,False,False,,False,False,False,True,False,True,False,False,,POINT (-73.9771552326199 40.7706917595308)
2058,-73.9575798004084,40.795701403549,38D-PM-1006-04,38D,PM,10062018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,True,near drive -runners -cyclists,POINT (-73.95757980040841 40.795701403549)
2072,-73.9636234953334,40.7775138547689,18I-PM-1007-06,18I,PM,10072018,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False,,POINT (-73.9636234953334 40.7775138547689)
2078,-73.9675718059539,40.7786049141486,17F-AM-1007-06,17F,AM,10072018,6,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,8,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9675718059539 40.7786049141486)
2098,-73.9685612289881,40.7778488829217,16E-PM-1018-08,16E,PM,10182018,8,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.9685612289881 40.7778488829217)
2101,-73.9593909381748,40.7961036981921,37B-PM-1013-03,37B,PM,10132018,3,Adult,Cinnamon,White,Cinnamon+White,White back left leg,,,,False,False,False,True,True,watching,False,False,False,False,False,False,False,True,,POINT (-73.9593909381748 40.7961036981921)
2113,-73.9651541395415,40.7798283208748,19G-PM-1017-01,19G,PM,10172018,1,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,12,,False,False,False,False,False,watching,False,False,False,False,False,True,False,False,,POINT (-73.9651541395415 40.7798283208748)
2137,-73.9791536183194,40.7672705931866,1C-PM-1013-03,01C,PM,10132018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9791536183194 40.7672705931866)
2151,-73.9686925781295,40.7705688673142,9I-PM-1010-05,09I,PM,10102018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.9686925781295 40.7705688673142)
2152,-73.9797122322834,40.7678347587435,1B-PM-1019-10,01B,PM,10192018,10,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,,Dog chased up tree,False,False,True,False,False,,False,False,False,False,True,False,False,False,,POINT (-73.97971223228342 40.7678347587435)
2155,-73.9650387848001,40.7814134438394,21F-AM-1018-04,21F,AM,10182018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,False,False,,POINT (-73.9650387848001 40.7814134438394)
2164,-73.9794371709817,40.768387910254,2B-PM-1013-07,02B,PM,10132018,7,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,True,False,False,,POINT (-73.9794371709817 40.768387910254)
2170,-73.9686370726471,40.7780382348833,16E-PM-1018-09,16E,PM,10182018,9,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,3,On trunk,False,False,True,False,False,,False,False,False,False,True,False,True,False,,POINT (-73.9686370726471 40.7780382348833)
2173,-73.9684092812839,40.7711445841928,9I-AM-1014-07,09I,AM,10142018,7,Adult,Cinnamon,,Cinnamon+,"No real highlight, White tail?",Ground Plane,FALSE,,False,False,True,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9684092812839 40.7711445841928)
2183,-73.9694938608335,40.7745700102115,12F-PM-1007-03,12F,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9694938608335 40.7745700102115)
2189,-73.9657040391563,40.7755567428199,15I-AM-1008-06,15I,AM,10082018,6,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,12,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9657040391563 40.7755567428199)
2193,-73.960898739757,40.7961393097144,37A-PM-1013-02,37A,PM,10132018,2,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,10,,False,False,True,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.960898739757 40.7961393097144)
2204,-73.9594986107981,40.7840083040604,25I-AM-1012-03,25I,AM,10122018,3,Adult,Cinnamon,,Cinnamon+,,Above Ground,8,"on turn, see map",True,True,False,True,False,,False,False,False,False,True,True,False,False,,POINT (-73.9594986107981 40.7840083040604)
2217,-73.9694382427984,40.7846350692923,22A-AM-1008-04,22A,AM,10082018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,False,True,,POINT (-73.9694382427984 40.7846350692923)
2233,-73.9734741818047,40.766328451425,3H-PM-1014-03,03H,PM,10142018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.9734741818047 40.766328451425)
2240,-73.9575258627966,40.787715550749,30H-AM-1007-03,30H,AM,10072018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.9575258627966 40.787715550749)
2243,-73.9509628195532,40.7977775674178,42H-PM-1014-01,42H,PM,10142018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,2,,False,False,False,False,False,,False,False,False,False,True,False,False,True,,POINT (-73.9509628195532 40.7977775674178)
2244,-73.9774228454023,40.7686399839016,3D-AM-1006-05,03D,AM,10062018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,True,"runs from (chased by boy),wary of humans in playground",POINT (-73.9774228454023 40.7686399839016)
2251,-73.9537703231359,40.7915959393814,35I-AM-1013-01,35I,AM,10132018,1,Adult,Cinnamon,White,Cinnamon+White,White underbelly,Above Ground,18,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9537703231359 40.7915959393814)
2254,-73.9642967875857,40.7815652353937,21F-AM-1018-08,21F,AM,10182018,8,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,True,False,True,False,,POINT (-73.9642967875857 40.7815652353937)
2267,-73.9590191655172,40.7926139425111,34D-AM-1008-03,34D,AM,10082018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9590191655172 40.7926139425111)
2273,-73.9698044218476,40.7697007833531,7I-PM-1013-06,07I,PM,10132018,6,Adult,Cinnamon,,Cinnamon+,"""Brown"" written in as Primary",Ground Plane,FALSE,Under the tree,False,False,False,True,False,"playing,interacting with #7",False,False,False,False,True,False,False,True,,POINT (-73.9698044218476 40.7697007833531)
2277,-73.964539031099,40.7809916310012,20G-PM-1013-01,20G,PM,10132018,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,True,False,False,True,,POINT (-73.964539031099 40.7809916310012)
2279,-73.9767143644151,40.7684756941321,3D-AM-1006-02,03D,AM,10062018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,25,tree,True,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9767143644151 40.7684756941321)
